chrom,start,end,E1,E2,E3,start_bin
chr18,4000000,5000000,-0.4697710896919032,1.7077934053621475,-1.7067855293458425,chr18_4
chr8,21000000,22000000,-0.6953067108248219,1.1639960554730138,0.7844441086317853,chr8_21
chr8,20000000,21000000,-0.7221097095461433,0.4499718193988715,0.4614330330359958,chr8_20
chr8,104000000,105000000,-0.3175239513099377,1.049134799090831,-0.7053661795155477,chr8_104
chr7,97000000,98000000,-0.3159365897007571,0.1846727357363053,1.0022984669322004,chr7_97
chr7,143000000,144000000,-0.4214881823279615,0.636547999454318,0.8004220389658822,chr7_143
chr15,25000000,26000000,-0.3327401099713096,1.236709340275059,-0.4034171001657056,chr15_25
chr8,22000000,23000000,-0.5172371175681271,0.7306226566172421,0.6120028934593207,chr8_22
chr8,69000000,70000000,-0.4616118568217962,0.7166739990187473,-0.5665410650985203,chr8_69
chr6,69000000,70000000,-0.4528877820309697,0.0727988073302815,0.3546858487001965,chr6_69
chr6,68000000,69000000,-0.4949606692490465,0.0161315702643673,0.2621079406859929,chr6_68
chr7,127000000,128000000,0.0251532872981101,0.2675787035641599,1.3928074066127951,chr7_127
chr15,98000000,99000000,-0.2012870411228804,1.620520375627196,-0.1999039399105303,chr15_98
chr4,113000000,114000000,-0.4956426723593992,-0.1390544507780433,1.3376527763819446,chr4_113
chr13,4000000,5000000,-1.416013512940571,0.1883471977128795,-0.2467664153659258,chr13_4
chr4,112000000,113000000,-0.5048433874536411,-0.1537027073412918,1.4113666123600326,chr4_112
chr9,123000000,124000000,-0.1966253969824126,0.7787274863948046,0.7667268705664568,chr9_123
chr8,95000000,96000000,-0.1974302021656021,0.868328430948519,0.0224363603286663,chr8_95
chr8,103000000,104000000,-0.4596882953969061,0.7653351822444727,-0.735571121054071,chr8_103
chr7,23000000,24000000,-0.4297993844796933,0.3007033976503934,0.7012273768819947,chr7_23
chr7,98000000,99000000,0.3801173153112432,0.0460422889976055,1.705092564319004,chr7_98
chr6,70000000,71000000,-0.3518677519212745,0.28014911280114,0.2622995276606966,chr6_70
chr2,4000000,5000000,-0.2336272412033971,-0.2231144067001775,0.6643328971300194,chr2_4
chr8,105000000,106000000,0.2203081457602295,0.9353060595887636,-0.5159235569692445,chr8_105
chr7,128000000,129000000,0.0291588097842458,0.4932460037816641,0.5370719345742858,chr7_128
chr6,5000000,6000000,-0.6926866904225857,-0.3850282138004729,0.9075601821013676,chr6_5
chr4,114000000,115000000,-0.424672096402338,-0.0406913843748241,1.1476911358717048,chr4_114
chr4,122000000,123000000,0.0126192898700759,-0.4299918527113657,1.2315907612128167,chr4_122
chr7,126000000,127000000,-0.1201605139396548,0.2637118615227823,1.3014931808071113,chr7_126
chr7,4000000,5000000,-0.6492748591519542,1.5096846727027295,0.967826217224208,chr7_4
chr7,129000000,130000000,0.0200516622899635,0.4470768992529244,0.3581597050563275,chr7_129
chr13,93000000,94000000,0.2126210596191531,-0.1571374962310494,-0.2724479966246837,chr13_93
chr8,19000000,20000000,-0.6796668198810389,0.2254118575498627,0.4472357686304273,chr8_19
chr8,68000000,69000000,-0.6037700141833182,0.2520469393732611,-0.5964148519531969,chr8_68
chr8,23000000,24000000,-0.453960282370447,0.4154727482584439,0.4688391699706789,chr8_23
chr13,12000000,13000000,-0.5881484836246709,0.0052486923109891,0.1195190320428025,chr13_12
chr17,23000000,24000000,0.2424619332632161,0.2327666311295949,-0.5860013009533529,chr17_23
chr2,36000000,37000000,-0.2741605499803095,-0.5344780281932359,0.4472731223840805,chr2_36
chr7,96000000,97000000,-0.5083400410905109,-0.0969635207838062,0.7998877394031018,chr7_96
chr4,121000000,122000000,0.0052100904118329,-0.267041375004689,1.1968513411885795,chr4_121
chr5,109000000,110000000,0.302241397134103,-0.7668687496115415,-0.3102556969981925,chr5_109
chr7,99000000,100000000,0.5205697151047134,0.0737920028704688,1.7536059522560608,chr7_99
chr8,128000000,129000000,-0.5700709908958631,0.9728056187584828,-0.0752613940349422,chr8_128
chr7,35000000,36000000,0.4851991210037145,-0.6389888901794208,-0.1865594481938211,chr7_35
chr6,67000000,68000000,-0.337648084288099,0.1047522628391318,0.0103236082659542,chr6_67
chr13,92000000,93000000,0.2089660146723082,0.0281898712732865,-0.179190982503268,chr13_92
chr4,60000000,61000000,-0.1536088566246205,0.0212310495805316,1.367319529894169,chr4_60
chr7,27000000,28000000,-0.1086406267363664,0.312012479697458,1.4512403305754449,chr7_27
chr8,5000000,6000000,-0.6800208020756432,0.1652681784057283,-0.3075143088399859,chr8_5
chr15,102000000,103000000,0.0345515495531427,1.4531683938289035,0.4246401873274398,chr15_102
chr10,60000000,61000000,0.6113574339423519,0.837079405351704,0.1777006239950894,chr10_60
chr8,94000000,95000000,0.0398187115535947,0.6458489208050343,0.0218672204498059,chr8_94
chr17,24000000,25000000,0.947213548042893,1.0622816678116,-0.987054674888608,chr17_24
chr16,95000000,96000000,1.1071503419896898,-1.4318559040747096,-0.0279375740830347,chr16_95
chr19,59000000,60000000,-0.1192705612080731,0.7902921914174013,-0.486962613881736,chr19_59
chr10,59000000,60000000,0.3354753000667935,0.5435466444437667,0.2022876506034998,chr10_59
chr8,24000000,25000000,-0.440061266470224,0.3690728408231965,0.4551036469057878,chr8_24
chr15,12000000,13000000,-0.3691636018417996,0.2930278413011479,0.1805550987570854,chr15_12
chr13,5000000,6000000,-1.1175751184650304,0.2767224917061106,-0.1131026121867934,chr13_5
chr13,33000000,34000000,-0.6601630619856554,-0.3188796594746659,0.3036337772028795,chr13_33
chr9,36000000,37000000,-1.0187000051828676,0.234527944891339,-0.3140261853418422,chr9_36
chr13,13000000,14000000,-0.5877966747012103,-0.0064532991738816,0.2860153308540377,chr13_13
chr8,71000000,72000000,-0.0257858665090274,0.9211939354600012,-0.1312190242798332,chr8_71
chr6,144000000,145000000,0.7012685589440567,-0.5610509358757961,0.0529467801541105,chr6_144
chr8,34000000,35000000,-0.3775377694656349,0.5682459447735906,0.4236897801868586,chr8_34
chr4,61000000,62000000,-0.1772018505337165,0.091814645145338,1.2946605403454354,chr4_61
chr8,33000000,34000000,-0.5098291120849312,0.3023589049106557,0.4484172887306628,chr8_33
chr5,108000000,109000000,0.3431724297918866,-0.7997549591185175,-0.0780092939325291,chr5_108
chr6,123000000,124000000,0.0046575283611983,-0.2031505543649525,-0.2471078308531888,chr6_123
chr8,15000000,16000000,-0.7081265449786882,0.3878946989774383,0.7638644580699163,chr8_15
chr6,100000000,101000000,0.9041340069341338,-0.2951268795395354,-0.0042366223612877,chr6_100
chr7,16000000,17000000,-0.3515486523282577,0.0596942818349318,1.334565653226841,chr7_16
chr8,127000000,128000000,-0.3302707517530604,0.9985355857034832,0.2931323026979696,chr8_127
chr7,28000000,29000000,0.0732133530124407,0.2884448417296327,1.3092546149438542,chr7_28
chr4,111000000,112000000,-0.3642044992159339,-0.3060533720818597,0.9510635847291052,chr4_111
chr18,62000000,63000000,0.3146654566708212,0.775575465698564,0.6399467010322983,chr18_62
chr8,102000000,103000000,-0.6183267337990168,0.5640545666141271,-0.7290424103268247,chr8_102
chr8,70000000,71000000,0.3151084091061372,1.0529188227163664,-0.2177381151686647,chr8_70
chr15,97000000,98000000,0.1636105825576728,1.3415825804070012,-0.1370791395128304,chr15_97
chr11,5000000,6000000,-0.8223541286511031,0.3033314032741505,0.3864856032399955,chr11_5
chr6,145000000,146000000,0.7636850593815789,-0.5627502537831144,0.3087666962445836,chr6_145
chr7,67000000,68000000,0.6706210930130911,-0.2693898687913111,0.0498161388010121,chr7_67
chr7,17000000,18000000,-0.3013574248260102,0.000372635507435,1.3761354395844647,chr7_17
