chrom,start,end,E1,E2,E3,start_bin
chr4,112000000,113000000,0.9763785758317172,-1.2213421609513566,-0.2544264664877101,chr4_112
chr4,113000000,114000000,0.8927559501469683,-1.2046177602532058,-0.3500959374584885,chr4_113
chr4,143000000,144000000,0.9471179556049508,-1.0152975799627408,-0.2445904013031015,chr4_143
chr4,146000000,147000000,0.7987591884442737,-1.05347016716282,-0.3629153299281835,chr4_146
chr4,144000000,145000000,0.656637873809614,-0.937966050278674,-0.1970957670887441,chr4_144
chr4,145000000,146000000,0.6349792813143192,-0.9149093303004272,-0.1334933835549085,chr4_145
chr8,4000000,5000000,0.252633710981534,0.3597972606880603,-1.877751648657228,chr8_4
chr4,122000000,123000000,0.8274055503493213,-0.5480012835294149,-0.340270057854861,chr4_122
chr4,114000000,115000000,0.5865667595426401,-0.760254887628299,-0.0995354719043173,chr4_114
chr4,121000000,122000000,0.7909054713367756,-0.5757577244896628,-0.1526378113482769,chr4_121
chr4,147000000,148000000,0.6506883597807989,-0.8868487034029212,0.0273332291818739,chr4_147
chr11,4000000,5000000,0.8832723615147271,-0.8627019080260299,1.8613633843838968,chr11_4
chr18,5000000,6000000,-0.4092283174157449,0.7800071643299396,0.4227267122743904,chr18_5
chr9,123000000,124000000,0.3225018096948357,-0.99074872258791,0.0961724753447294,chr9_123
chr8,70000000,71000000,1.4429664331300938,0.1695069803920622,-0.426611089474506,chr8_70
chr16,15000000,16000000,-0.1930304820817432,0.7515686690985378,-0.5989412542607754,chr16_15
chr12,89000000,90000000,0.282810993743964,-0.3513972349466607,-0.1704075541160833,chr12_89
chr3,92000000,93000000,-0.019877003110813,0.0907272849105723,0.3883594886457865,chr3_92
chr18,4000000,5000000,-0.6610508403129285,1.3472372728627489,-0.35402686097778,chr18_4
chr8,12000000,13000000,1.6609917886079373,0.0561290148906293,-0.5305542393328048,chr8_12
chr4,141000000,142000000,1.0378761992805268,-0.3536696477917015,0.1079207447209738,chr4_141
chr8,20000000,21000000,-0.1590894912232887,0.102379902744027,-0.9326358516177587,chr8_20
chr16,57000000,58000000,0.4610199481148934,0.390720025291067,-0.9045633926883432,chr16_57
chr4,111000000,112000000,0.3526960698922938,-0.6580821660264339,-0.0450124193276213,chr4_111
chr12,117000000,118000000,0.6100343546671775,0.2296811181259703,-0.6025635987792427,chr12_117
chr12,88000000,89000000,0.1001713760221736,-0.1133673082134324,-0.3516200685361185,chr12_88
chr8,71000000,72000000,0.7891712282262225,0.0766078059322239,-0.5312897823132544,chr8_71
chr12,118000000,119000000,0.4877284099759131,0.3324483180019198,-0.8190013455664299,chr12_118
chr12,90000000,91000000,0.435716841168298,-0.274742918891608,0.080223804471082,chr12_90
chr8,34000000,35000000,1.14104405375817,0.0060132791784924,-0.425192569324724,chr8_34
chr17,22000000,23000000,-0.2581171958186548,0.4289330729081149,-0.5538711382524939,chr17_22
chr3,93000000,94000000,0.0746891464077635,0.2921653858551252,0.4017847357284198,chr3_93
chr13,33000000,34000000,-0.4876390825505348,0.2618921387467124,-0.0470743502870132,chr13_33
chr4,115000000,116000000,0.092434488821784,-0.3908691330694147,0.1470087961172015,chr4_115
chr8,72000000,73000000,0.3242096215951456,0.0127290112364987,-0.6614066379771587,chr8_72
chr17,36000000,37000000,0.3491691037645207,-0.4524064100549243,-0.2618724838439475,chr17_36
chr12,33000000,34000000,0.6647653530227741,0.3554746941830766,-0.0470995541672374,chr12_33
chr8,11000000,12000000,1.4072944854400675,0.1869291323543085,-0.5793360993592321,chr8_11
chr9,20000000,21000000,0.3682754915322043,-0.5672210589490255,0.0041265930312706,chr9_20
chr3,91000000,92000000,-0.1119857680466399,0.3496600173357707,0.3910256709680339,chr3_91
chr13,4000000,5000000,-0.919716315280269,0.1569651602729213,-0.7456012707788607,chr13_4
chr17,55000000,56000000,0.4109442247679105,-0.6989119610226305,-0.4841293619584653,chr17_55
chr13,32000000,33000000,-0.5961916375272889,0.3827134487741544,-0.0582578609660898,chr13_32
chr8,69000000,70000000,0.9048210144251516,-0.0088015237950091,-0.539115029823643,chr8_69
chr8,73000000,74000000,0.0101001867371255,-0.0544507406700353,-0.6557218290149508,chr8_73
chr13,13000000,14000000,-0.6276298109103727,0.1674189438177223,0.1113025216923088,chr13_13
chr17,23000000,24000000,0.1721124228110992,0.1315663457367425,-0.3029784258106825,chr17_23
