chrom,start,end,E1,E2,E3,start_bin
chr11,3000000,4000000,-1.9631072522806865,5.048598652944832,0.0348426294687721,chr11_3
chr2,179000000,180000000,-0.8074094499670759,2.3351921195789984,-0.6761783502019822,chr2_179
chr2,174000000,175000000,-0.7564771772783099,2.045833187988664,-0.6199925154391142,chr2_174
chr2,177000000,178000000,-0.9004472995332998,2.251540072688583,-0.7330856472744673,chr2_177
chr2,172000000,173000000,-0.5867372291532345,1.7990686917272705,-0.3298242406913912,chr2_172
chr13,119000000,120000000,-0.9375013844276666,1.107659488766229,-0.8301076181840631,chr13_119
chr2,170000000,171000000,-0.4942511912002662,1.4788167403350692,0.2045635304795151,chr2_170
chr2,173000000,174000000,-0.5981759712450909,1.7526255720242814,-0.1780926928957143,chr2_173
chr2,171000000,172000000,-0.5068958380781268,1.5823106216298133,0.0510189258585795,chr2_171
chr10,129000000,130000000,-0.7603530699630283,1.4650832781579883,0.5266237418818076,chr10_129
chr11,81000000,82000000,-0.908232824685952,1.1631367226655651,0.1289038876145844,chr11_81
chr2,178000000,179000000,-0.7568363716761561,2.066901023361298,-0.228846111803726,chr2_178
chr10,128000000,129000000,-0.0721495472356908,1.6472841310352797,-1.1518084821442016,chr10_128
chr11,82000000,83000000,-0.8322835940923848,1.1715791779089373,0.0893483490747876,chr11_82
chr11,73000000,74000000,-0.804540448287251,1.0397603993256173,0.5444022972661925,chr11_73
chr2,150000000,151000000,-0.6068300969279385,1.5514761244070447,0.2035918645438946,chr2_150
chr11,80000000,81000000,-0.7758307417479912,1.1652020497568611,-0.0493568868172145,chr11_80
chr11,88000000,89000000,-0.1380268733754665,1.4380426601680882,-0.2345243158807598,chr11_88
chr11,83000000,84000000,-0.5292803828454483,1.2497460574352393,0.0448835162262866,chr11_83
chr3,157000000,158000000,0.328517001142562,-1.1536789974254795,0.0126273932400014,chr3_157
chr11,84000000,85000000,-0.2752922936904002,1.243746293337207,-0.331907718409093,chr11_84
chr13,118000000,119000000,-0.7984046704996458,-0.6507946010348412,0.5766394007367238,chr13_118
chr7,4000000,5000000,1.2910555981628076,-1.0898177707080263,0.385287589484539,chr7_4
chr10,122000000,123000000,-0.4092536714793661,1.1133060558708872,0.2029329340084322,chr10_122
chr2,151000000,152000000,-0.4305646180163156,1.3721527055433052,0.2315191462025375,chr2_151
chr10,121000000,122000000,-0.1394211289300768,1.2377740131748582,0.2154327874169387,chr10_121
chr11,89000000,90000000,-0.612659079246579,1.2795062304520874,-0.1312117661104393,chr11_89
chr2,149000000,150000000,-0.656423020183451,1.3566683706728675,0.1440368838846755,chr2_149
chr10,125000000,126000000,-0.5040812930723421,1.0648088371921525,0.2277796934738576,chr10_125
chr2,169000000,170000000,0.2634563485115139,1.6149703561161215,0.7639611273194794,chr2_169
chr13,14000000,15000000,-0.7549919190882044,0.3640647034075819,-0.2577130718303214,chr13_14
chr15,77000000,78000000,1.14429698313378,-0.108744305352007,-0.6543367969008684,chr15_77
chr11,74000000,75000000,-0.5682042822589911,0.7704615703261267,0.5362551552229988,chr11_74
chr7,105000000,106000000,0.7117797710834256,-0.4578790710227434,-0.1977917667868764,chr7_105
chr7,106000000,107000000,0.7718011689422869,-0.4264419190530138,-0.156722040670373,chr7_106
chr7,108000000,109000000,0.6461074264593989,-0.3884419169251086,-0.1699209221895659,chr7_108
chr7,107000000,108000000,0.6201742395436818,-0.439986008229525,-0.115970837241329,chr7_107
chr7,104000000,105000000,0.5929501691472437,-0.4551000437177724,-0.3785162857372018,chr7_104
chr7,103000000,104000000,0.6026000421669415,-0.3550639372703185,-0.4548313239638185,chr7_103
chr11,4000000,5000000,0.7872724660507756,1.111023099076468,-0.6534544728832052,chr11_4
chr2,148000000,149000000,-0.5978081679251732,1.147805025823918,-0.0029450001228502,chr2_148
chr11,72000000,73000000,-0.4839548194541744,0.6423381285683056,0.5643649551560189,chr11_72
chr10,123000000,124000000,-0.3009741434137415,0.9557060194086184,0.0347649170294075,chr10_123
chr13,15000000,16000000,-0.5781898079181002,0.5568498513444946,-0.4250956206408221,chr13_15
chr11,92000000,93000000,-0.9901890378555844,1.0761072445993254,0.239524181059337,chr11_92
chr19,4000000,5000000,1.6694116100198089,0.0846531500504575,-0.2665308882804362,chr19_4
chr3,3000000,4000000,-0.1971161899590439,-0.1567908499625096,-2.261329887135367,chr3_3
chr11,97000000,98000000,0.4321478393468733,1.2206994732402028,-0.1568011660173464,chr11_97
chr13,13000000,14000000,-0.7261878376037096,-0.3012491389698422,0.3551488747463748,chr13_13
chr10,118000000,119000000,0.1370599763955576,1.2456261561208517,0.3251990750030226,chr10_118
chr2,147000000,148000000,-0.6493100089216559,0.8902721194793632,-0.2551145162734742,chr2_147
chr10,77000000,78000000,0.5491753607216827,0.3811130395741432,0.9961999873444864,chr10_77
chr3,155000000,156000000,0.1071898476497912,-1.01517510834846,-0.0976528034227703,chr3_155
chr11,120000000,121000000,1.0726669479081534,1.346114908422628,0.3329515691319847,chr11_120
chr14,124000000,125000000,-0.6900099178070003,0.6431520332371392,-0.1718962029681059,chr14_124
chr5,114000000,115000000,0.8418607029509041,-0.0291185432464788,0.619999115076752,chr5_114
chr5,146000000,147000000,0.9327326482803814,0.664057839269585,-0.9522344176001296,chr5_146
chr11,90000000,91000000,-0.8078761781715835,1.1608869097030028,0.0842272421340731,chr11_90
chr13,16000000,17000000,-0.554982145574342,0.392090584404111,-0.4059854778804458,chr13_16
chr10,117000000,118000000,-0.2485218471304329,0.8129745094867711,0.170393310013502,chr10_117
chr5,112000000,113000000,0.9594740143526151,-0.0705209947091692,0.5648249457860531,chr5_112
chr4,146000000,147000000,1.4045707578395192,0.6552082010457714,-1.4876696415580453,chr4_146
chr3,45000000,46000000,-0.8238663151804199,0.3437472445408641,-0.5280457764731084,chr3_45
chr12,84000000,85000000,0.7334833118065235,-0.5943930007691004,0.3951021576146483,chr12_84
chr18,79000000,80000000,-0.3806406801347902,0.6695666006372533,-0.2722008102684399,chr18_79
chr13,61000000,62000000,-0.7353864597850249,0.5369434186366139,0.5272803700821511,chr13_61
chr15,76000000,77000000,1.0938530748432245,0.062444860419938,-0.4593798482332972,chr15_76
chr11,86000000,87000000,0.4526266263940894,1.1712497583593091,-0.5615797391484626,chr11_86
chr5,113000000,114000000,1.0149536065836464,-0.0246543188959012,0.6118311806828801,chr5_113
chr3,46000000,47000000,-0.792892843872106,0.3444449637887626,-0.556213627559213,chr3_46
chr10,124000000,125000000,-0.215639171363305,0.8252157686594316,0.0571646264261586,chr10_124
chr3,156000000,157000000,0.1272639872838127,-1.004231691694895,-0.0651402938434541,chr3_156
chr16,11000000,12000000,-0.1135496081956385,0.7735514051697552,-0.1770430511675777,chr16_11
chr4,144000000,145000000,1.255472747267634,0.8338083216172382,-1.4714342150899082,chr4_144
chr4,139000000,140000000,1.281318278841149,-0.6783523628899786,0.7386636728358397,chr4_139
chr10,120000000,121000000,0.1640444289459686,1.0584443314541323,0.3020522341346244,chr10_120
chr18,78000000,79000000,-0.0240411851032725,0.8231278286154102,0.1582371784594767,chr18_78
chr5,147000000,148000000,1.0092515118621035,0.8529922227447126,-0.8270044777607543,chr5_147
chr5,145000000,146000000,0.8672263274784523,0.6198253495079497,-1.020727266753392,chr5_145
chr5,151000000,152000000,1.366700474279416,0.6297287631582946,-0.8077656024773654,chr5_151
chr7,5000000,6000000,0.684334434064333,-0.1923298177445043,-0.5222685514519798,chr7_5
chr10,127000000,128000000,0.4701852415374522,1.63418457989709,-0.5789229349408141,chr10_127
chr11,79000000,80000000,-0.1271234572007862,0.9129947681845912,-0.1958245567296881,chr11_79
chr18,75000000,76000000,0.359938216411773,0.7735847604392175,0.2841770259069549,chr18_75
chr2,146000000,147000000,-0.5088196480536927,0.8158117190034764,-0.2837419356485537,chr2_146
chr11,91000000,92000000,-0.8576222745612142,0.9908224104546048,0.1711653037042395,chr11_91
chr10,126000000,127000000,-0.1197567407710487,1.1078976098352245,0.2474696204559034,chr10_126
chr5,150000000,151000000,1.1114570177924163,0.7008102788885638,-0.8441018189052139,chr5_150
chr5,135000000,136000000,1.101754099941792,-0.2307325016231302,0.424650577140757,chr5_135
chr13,12000000,13000000,-0.7394310911692653,-0.1406487843066045,0.6174122554243598,chr13_12
chr7,102000000,103000000,0.5987919324646422,0.0187329295756357,-0.3473720939154793,chr7_102
chr4,145000000,146000000,1.2365015801839547,0.7310804910962646,-1.3211571214460325,chr4_145
chr7,32000000,33000000,0.2020958634631549,-0.8947948948866059,0.2886123287058194,chr7_32
chr5,148000000,149000000,1.079345004202622,0.8147558965766338,-0.7899798474444003,chr5_148
chr13,17000000,18000000,-0.499951448540296,0.3975076192688908,-0.3629746125752977,chr13_17
chr13,117000000,118000000,-0.4579792185576163,-0.6419408991360477,0.2808772600346775,chr13_117
chr12,83000000,84000000,0.5171443138006592,-0.5804777324778403,0.3207072200027454,chr12_83
chr10,84000000,85000000,0.2383907177399631,0.5499239551365251,0.2694965407357064,chr10_84
chr11,96000000,97000000,0.4797853584295881,1.01436365615442,-0.2619044691632279,chr11_96
chr4,140000000,141000000,1.4127171293669014,-0.7066111947457603,0.7352697099029908,chr4_140
chr15,75000000,76000000,0.6827894233814245,0.6424727410517118,-0.8521252673856304,chr15_75
chr3,154000000,155000000,0.094151586554235,-1.0568222393027586,-0.1142879367224492,chr3_154
chr17,30000000,31000000,0.6419286393591477,0.5804439208754457,-0.5973558881444383,chr17_30
chr13,62000000,63000000,-0.5892732100894367,0.2082779020430472,0.4449594480812191,chr13_62
chr4,147000000,148000000,1.3426430311180069,0.6427637434403225,-1.4514428242880577,chr4_147
chr2,159000000,160000000,-0.3434674727598694,0.8981111269699006,0.6572425895331893,chr2_159
chr12,119000000,120000000,1.3390623064444664,0.1669196478805718,-0.8232393237834686,chr12_119
chr4,138000000,139000000,1.1861312284774015,-0.580600554378195,0.8208193588611263,chr4_138
chr2,152000000,153000000,0.2668828993530057,1.0174646767442164,0.4344484424968645,chr2_152
chr14,29000000,30000000,0.146105957028564,0.2195477591782181,-0.1311865364342976,chr14_29
chr5,149000000,150000000,1.1598454511876295,0.7322159226038609,-0.77636604206849,chr5_149
chr1,26000000,27000000,0.8061273473875661,-0.7438507410680857,-0.8304204482796038,chr1_26
chr12,111000000,112000000,1.0255244750345809,0.4372226310678377,0.6495099900513714,chr12_111
chr5,120000000,121000000,0.8381002546564038,0.2639319119667699,0.6910353451324526,chr5_120
chr7,72000000,73000000,-0.3229704526385973,0.0832435353815149,-0.0063043526584174,chr7_72
chr18,76000000,77000000,0.3397705686516196,0.7600278570292319,0.2385837178403113,chr18_76
chr11,85000000,86000000,0.4910284981691491,1.1426274044292706,-0.6645853265437216,chr11_85
chr11,116000000,117000000,0.6617410747945006,1.1183465440909783,-0.0651025831573361,chr11_116
chr3,48000000,49000000,-0.6547253148626478,0.2429360695644663,-0.5357142798106004,chr3_48
chr4,143000000,144000000,1.2690115288219606,0.31726660777574,-1.4678759599927134,chr4_143
chr9,90000000,91000000,0.3864758833043397,-0.549805225783769,-0.3504434650732783,chr9_90
chr18,82000000,83000000,0.0151479951532249,0.6493082738697373,0.2631107510185848,chr18_82
chr11,95000000,96000000,0.4411759686362804,1.028059820678808,-0.1747047038018661,chr11_95
chr18,88000000,89000000,-0.6703307927484717,0.887774037579178,-0.0921051691450917,chr18_88
chr11,71000000,72000000,-0.2928695599564597,0.5216280264317921,0.6094150605249252,chr11_71
chr11,98000000,99000000,0.5881589472939567,0.9774254278743983,0.0325715717090175,chr11_98
chr13,116000000,117000000,-0.1925669469910454,-0.2415910971062382,-0.2810576678316504,chr13_116
chr3,47000000,48000000,-0.6382096235769482,0.248072622610249,-0.5552974039438243,chr3_47
chr14,28000000,29000000,0.0787657773704016,0.251530222463169,-0.0179424964018147,chr14_28
chr14,121000000,122000000,0.191832015404953,0.4107005283530911,0.0227041682042217,chr14_121
chr11,102000000,103000000,0.6853619618638623,0.9256744972253088,0.0058670874553532,chr11_102
chr1,175000000,176000000,0.9938023190355244,-1.047822839170252,-0.1892041712702947,chr1_175
chr2,160000000,161000000,-0.4108172691239167,0.8635030039523217,0.6537572074979319,chr2_160
chr11,78000000,79000000,0.1358878795474193,0.847658186402801,-0.3752490793946469,chr11_78
chr1,36000000,37000000,-0.2430097265368217,0.5234974689526068,-0.5435206269416132,chr1_36
chr1,27000000,28000000,0.7541051373329007,-0.7597560602228234,-0.840580084834427,chr1_27
chr12,85000000,86000000,0.6421679658252166,-0.5257096108712144,0.3471882523748361,chr12_85
chr10,83000000,84000000,0.1926869763260326,0.612696409239074,0.2137527334312715,chr10_83
chr15,83000000,84000000,1.3292798596118571,-0.0166685211337714,0.3158513609943681,chr15_83
chr15,81000000,82000000,1.336690596069055,-0.5059184579872019,0.7744500773032543,chr15_81
chr10,78000000,79000000,0.6157656731760146,0.5737531461433216,0.0737565804413372,chr10_78
chr11,93000000,94000000,-0.7335786759685763,0.9012991914708554,0.2807844101183926,chr11_93
chr5,115000000,116000000,0.6558262906140303,0.0622991972116618,0.5519125354794996,chr5_115
chr3,42000000,43000000,-0.5341262487132757,0.7002051595729553,-0.1175028699568136,chr3_42
chr18,87000000,88000000,-0.6783410929263647,0.786646990139956,-0.152542839265514,chr18_87
chr17,25000000,26000000,1.022358939317298,0.2997579850640967,-0.0220132809217644,chr17_25
chr2,28000000,29000000,1.6565438343483914,0.2057521948962168,-0.789799735924433,chr2_28
chr9,91000000,92000000,0.3748022771298175,-0.4461171136579722,-0.4799371845614275,chr9_91
chr1,28000000,29000000,0.7092648858210885,-0.7330967318287115,-0.7962942403463088,chr1_28
chr14,122000000,123000000,-0.3331997466570536,0.4944415295015764,0.2322481628723227,chr14_122
chr1,29000000,30000000,0.6689550580753387,-0.81419688293224,-0.7481905199603102,chr1_29
chr14,120000000,121000000,0.3846224815264166,0.1882670496992108,0.2758502075930302,chr14_120
chr7,73000000,74000000,-0.2842634024337531,0.2222131379867856,0.1173305672682416,chr7_73
chr1,35000000,36000000,-0.2996942367477243,0.4881615200568047,-0.4730696632440786,chr1_35
chr1,173000000,174000000,0.9526038775257292,-0.7277214560791344,0.2041757720895746,chr1_173
chr13,5000000,6000000,-0.5152613962846487,-0.2944002877992576,0.5178984695341831,chr13_5
chr5,136000000,137000000,1.239065986637357,-0.3850873743774036,0.7135436052212843,chr5_136
chr9,43000000,44000000,0.2713573076649148,0.2323634444924088,0.2828853694788134,chr9_43
chr12,110000000,111000000,0.827699699408493,0.4147546518386931,0.5896040214146444,chr12_110
chr12,71000000,72000000,0.0923531070040489,-0.328808642587531,0.4001348319698655,chr12_71
chr17,22000000,23000000,0.5198904511153384,-0.548534771973151,-0.3307391963756418,chr17_22
chr2,161000000,162000000,-0.3869753084937789,0.9399061478897848,0.6814687805237223,chr2_161
chr15,80000000,81000000,1.3405823253910574,-0.5933489441042139,0.5716926012943064,chr15_80
chr18,89000000,90000000,-0.5489215947158851,0.8988470692550178,-0.024430500225402,chr18_89
chr3,44000000,45000000,-0.5984141857875235,0.5254202925828271,-0.1677578552846279,chr3_44
chr3,43000000,44000000,-0.5469535716299961,0.6099528843584321,-0.1433161724610897,chr3_43
chr11,100000000,101000000,0.766166891497964,0.8055353893563136,0.033177230344659,chr11_100
chr11,111000000,112000000,-0.1954337825388654,0.9690076646418924,-0.2001781232055165,chr11_111
chr17,21000000,22000000,0.4190545533278929,-0.4117497501160427,-0.264305038809848,chr17_21
chr7,6000000,7000000,0.293348657221792,-0.4189296592045979,-0.1165961325009746,chr7_6
chr7,71000000,72000000,-0.1753745825040248,-0.086892514281802,-0.0591644465323296,chr7_71
chr10,119000000,120000000,0.250986434537443,1.1097019028471329,0.1881406193035799,chr10_119
chr10,85000000,86000000,0.1859898099405391,0.6987418889371508,0.1743736583856361,chr10_85
chr2,3000000,4000000,1.184788971061731,2.428458416817437,-2.069249893421905,chr2_3
chr18,77000000,78000000,0.417209711620192,0.769513037442868,0.3683551647906229,chr18_77
chr9,42000000,43000000,0.0408956616275842,0.1549313420817274,0.3697343478243415,chr9_42
chr1,34000000,35000000,-0.4046958163460963,0.3143224893995068,-0.4478724566699339,chr1_34
chr18,80000000,81000000,0.1403746488606473,0.7315547555657824,0.0722991803372938,chr18_80
chr3,49000000,50000000,-0.4235836167767216,0.4725835494698845,-0.2216583639211818,chr3_49
chr13,115000000,116000000,-0.0954963537885275,-0.0684776169430836,-0.3555490322610909,chr13_115
chr8,84000000,85000000,0.7356189655129841,0.4551565848867394,-0.4587604682171512,chr8_84
chr11,77000000,78000000,0.0385619881057022,0.7604972702568561,-0.1583700199830959,chr11_77
chr10,82000000,83000000,0.3610951626659414,0.6227135365150923,0.323676064342714,chr10_82
chr1,37000000,38000000,-0.1273293181624476,0.5089959296069432,-0.5753350702121213,chr1_37
chr9,89000000,90000000,0.3411847288718702,-0.5007519733321526,-0.0304085050133786,chr9_89
chr1,172000000,173000000,0.941649992843874,-0.6234638589430025,0.1901498347350558,chr1_172
chr11,99000000,100000000,0.6035763531044026,0.8102304219735568,0.2498393246948128,chr11_99
