chrom,start,end,E1,E2,E3,start_bin
chr11,3000000,4000000,-0.9848528641797252,2.5141225301278527,-0.2019813554453727,chr11_3
chr12,3000000,4000000,0.7718898170639187,-1.8082385059040536,-0.0456136158006936,chr12_3
chr11,4000000,5000000,-0.5870032647257444,1.513763755186587,-0.0675740122245106,chr11_4
chr12,21000000,22000000,0.7041721772600499,-0.8368185318362621,-0.0450654767101234,chr12_21
chr12,18000000,19000000,0.6623878043207572,-0.8249464529672023,-0.1114952845954105,chr12_18
chr11,5000000,6000000,-0.1296744996800438,1.1737594620426688,0.0154497498996719,chr11_5
chr7,5000000,6000000,-0.7881653337603091,0.9153475567555144,0.7190803199374264,chr7_5
chr12,20000000,21000000,0.5262422829837866,-0.8276177259844709,-0.1179730017713317,chr12_20
chr12,19000000,20000000,0.454580552285682,-0.8189214372915684,-0.0193190659293052,chr12_19
chr3,3000000,4000000,-1.8306596781235,0.4984725854448734,0.0075313883964381,chr3_3
chr7,6000000,7000000,-0.7293461705604631,0.98780206425674,0.6718729370755375,chr7_6
chr12,24000000,25000000,0.4075958763812747,-0.8055992727032438,0.124504734926753,chr12_24
chr7,4000000,5000000,-0.5322781827874481,0.768112119459585,1.4318128022233143,chr7_4
chr16,96000000,97000000,-0.7689300790014152,0.8203295883290347,0.3619808999063325,chr16_96
chr7,23000000,24000000,-0.6697140407946992,0.6193949702607034,-0.4415785123214368,chr7_23
chr7,32000000,33000000,-0.9145394218897444,0.1901442636646145,0.1238715629746291,chr7_32
chr11,71000000,72000000,-0.4792101600157143,0.7124150079302262,-0.2364433522839115,chr11_71
chr7,7000000,8000000,-0.7491216326443446,0.6374728404961969,0.1595292962856501,chr7_7
chr16,95000000,96000000,-0.4940590559608862,0.8445764593635365,0.4448581822459073,chr16_95
chr16,43000000,44000000,-0.6906234796330675,0.5615830346572885,-0.5011320649313525,chr16_43
chr11,72000000,73000000,-0.6772094194643602,0.5958305539647321,-0.0735712802680434,chr11_72
chr11,60000000,61000000,0.218773800301102,1.3783002627184249,-0.2312090198706232,chr11_60
chr12,17000000,18000000,0.2751861359083942,-0.6206113223345723,0.3079923690787146,chr12_17
chr11,88000000,89000000,-0.1473465210832615,1.067992755960841,0.1547688231534198,chr11_88
chr11,73000000,74000000,-0.7610798376482578,0.6421268456158897,-0.0266919808979238,chr11_73
chr14,43000000,44000000,0.1985014018291338,-0.0353256286705211,0.0420160505998418,chr14_43
chr3,92000000,93000000,-0.9885283782112594,0.5651630412670046,0.2370838580861095,chr3_92
chr3,18000000,19000000,-0.5666991735793309,0.6585126109385494,0.0441656398336613,chr3_18
chr3,91000000,92000000,-1.000607157180109,0.4915318362568922,0.1431092766748419,chr3_91
chr7,18000000,19000000,-0.4053716146896888,0.5383661838879853,-0.3217646079470017,chr7_18
chr7,19000000,20000000,-0.3031330758027638,0.6980636125509433,-0.45897229034698,chr7_19
chr7,17000000,18000000,-0.3810998179693379,0.5513134105034906,-0.307969453063591,chr7_17
chr14,41000000,42000000,0.1096431149362143,-0.1147820574387934,0.0282102849125686,chr14_41
chr16,92000000,93000000,0.0307745476371272,1.1306054563591266,0.5204045981033508,chr16_92
chr3,4000000,5000000,-1.0454967972052744,0.4545080837308616,-0.2716854614281663,chr3_4
chr7,31000000,32000000,-0.4805258050040643,0.1957114387632148,-0.0464807885848824,chr7_31
chr3,5000000,6000000,-0.6342230679467373,0.5023627861412856,-0.2629672216981883,chr3_5
chr14,7000000,8000000,0.6846851530034865,0.1102077787478151,-0.262894418490965,chr14_7
chr12,26000000,27000000,-0.4735831475889719,0.1198104069348855,0.3761760299482092,chr12_26
chr11,84000000,85000000,-0.3738308881618463,0.7109673349869001,0.4103971570945628,chr11_84
chr7,15000000,16000000,-0.3623999518413946,0.7055648309790162,-0.482432243865723,chr7_15
chr7,24000000,25000000,-0.1719609140637705,0.4984258263406524,-0.0585821279960692,chr7_24
chr7,11000000,12000000,-0.5491425687551451,0.7068161777103393,-0.4019487053003134,chr7_11
